route_id,source_file,symbol,method,path_template,auth_mode,decorators,auth_evidence_ref,verification_status,owner_signoff,verification_notes,source_decorator_snapshot,suggested_owner,review_wave,test_evidence_ref,rollback_note,signoff_batch
ROUTE-0105,endpoints/api/repository.py,Repository,DELETE,/api/v1/repository/<apirepopath:repository>,session-or-oauth2,,endpoints/api/repository.py:373,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0105,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY` -> `python`,BATCH-A2-ROUTES
ROUTE-0106,endpoints/api/repository.py,Repository,GET,/api/v1/repository/<apirepopath:repository>,session-or-oauth2,,endpoints/api/repository.py:307,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,parse_args; query_param; query_param; require_repo_read; nickname,api-service,A2,PT-ROUTE-0106,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY` -> `python`,BATCH-A2-ROUTES
ROUTE-0107,endpoints/api/repository.py,Repository,PUT,/api/v1/repository/<apirepopath:repository>,session-or-oauth2,,endpoints/api/repository.py:353,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_write; nickname; validate_json_request,api-service,A2,PT-ROUTE-0107,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY` -> `python`,BATCH-A2-ROUTES
ROUTE-0108,endpoints/api/logs.py,RepositoryAggregateLogs,GET,/api/v1/repository/<apirepopath:repository>/aggregatelogs,session-or-oauth2,show_if,endpoints/api/logs.py:232,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; parse_args; path_param; query_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0108,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AGGREGATELOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0109,endpoints/api/repoemail.py,RepositoryAuthorizedEmail,GET,/api/v1/repository/<apirepopath:repository>/authorizedemail/<email>,session-or-oauth2,show_if,endpoints/api/repoemail.py:35,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0109,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTHORIZEDEMAIL_EMAIL` -> `python`,BATCH-A2-ROUTES
ROUTE-0110,endpoints/api/repoemail.py,RepositoryAuthorizedEmail,POST,/api/v1/repository/<apirepopath:repository>/authorizedemail/<email>,session-or-oauth2,show_if,endpoints/api/repoemail.py:35,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0110,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTHORIZEDEMAIL_EMAIL` -> `python`,BATCH-A2-ROUTES
ROUTE-0111,endpoints/api/policy.py,RepositoryAutoPrunePolicies,GET,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/,session-or-oauth2,show_if,endpoints/api/policy.py:288,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0111,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY` -> `python`,BATCH-A2-ROUTES
ROUTE-0112,endpoints/api/policy.py,RepositoryAutoPrunePolicies,POST,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/,session-or-oauth2,show_if,endpoints/api/policy.py:288,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0112,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY` -> `python`,BATCH-A2-ROUTES
ROUTE-0113,endpoints/api/policy.py,RepositoryAutoPrunePolicy,DELETE,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/policy.py:409,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0113,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0114,endpoints/api/policy.py,RepositoryAutoPrunePolicy,GET,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/policy.py:409,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0114,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0115,endpoints/api/policy.py,RepositoryAutoPrunePolicy,PUT,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/policy.py:409,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0115,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0116,endpoints/api/build.py,RepositoryBuildList,GET,/api/v1/repository/<apirepopath:repository>/build/,session-or-oauth2,,endpoints/api/build.py:250,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_read; parse_args; query_param; query_param; nickname,api-service,A2,PT-ROUTE-0116,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD` -> `python`,BATCH-A2-ROUTES
ROUTE-0117,endpoints/api/build.py,RepositoryBuildList,POST,/api/v1/repository/<apirepopath:repository>/build/,session-or-oauth2,,endpoints/api/build.py:268,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_write; nickname; disallow_for_non_normal_repositories; disallow_for_user_namespace; validate_json_request,api-service,A2,PT-ROUTE-0117,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD` -> `python`,BATCH-A2-ROUTES
ROUTE-0118,endpoints/api/build.py,RepositoryBuildResource,DELETE,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>,session-or-oauth2,,endpoints/api/build.py:427,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname; disallow_for_non_normal_repositories; disallow_for_user_namespace,api-service,A2,PT-ROUTE-0118,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0119,endpoints/api/build.py,RepositoryBuildResource,GET,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>,session-or-oauth2,,endpoints/api/build.py:406,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_read; nickname,api-service,A2,PT-ROUTE-0119,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0120,endpoints/api/build.py,RepositoryBuildLogs,GET,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>/logs,session-or-oauth2,,endpoints/api/build.py:509,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_read; nickname,api-service,A2,PT-ROUTE-0120,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID_LOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0121,endpoints/api/build.py,RepositoryBuildStatus,GET,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>/status,session-or-oauth2,,endpoints/api/build.py:459,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_read; nickname,api-service,A2,PT-ROUTE-0121,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID_STATUS` -> `python`,BATCH-A2-ROUTES
ROUTE-0122,endpoints/api/repository.py,RepositoryStateResource,PUT,/api/v1/repository/<apirepopath:repository>/changestate,session-or-oauth2,show_if,endpoints/api/repository.py:494,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0122,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGESTATE` -> `python`,BATCH-A2-ROUTES
ROUTE-0123,endpoints/api/repository.py,RepositoryTrust,POST,/api/v1/repository/<apirepopath:repository>/changetrust,session-or-oauth2,,endpoints/api/repository.py:467,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,show_if; require_repo_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0123,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGETRUST` -> `python`,BATCH-A2-ROUTES
ROUTE-0124,endpoints/api/repository.py,RepositoryVisibility,POST,/api/v1/repository/<apirepopath:repository>/changevisibility,session-or-oauth2,,endpoints/api/repository.py:420,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0124,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGEVISIBILITY` -> `python`,BATCH-A2-ROUTES
ROUTE-0125,endpoints/api/logs.py,ExportRepositoryLogs,POST,/api/v1/repository/<apirepopath:repository>/exportlogs,session-or-oauth2,show_if,endpoints/api/logs.py:408,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; parse_args; path_param; query_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0125,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_EXPORTLOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0126,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicies,GET,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/,session-or-oauth2,show_if,endpoints/api/immutability_policy.py:178,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0126,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY` -> `python`,BATCH-A2-ROUTES
ROUTE-0127,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicies,POST,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/,session-or-oauth2,show_if,endpoints/api/immutability_policy.py:178,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0127,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY` -> `python`,BATCH-A2-ROUTES
ROUTE-0128,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicy,DELETE,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/immutability_policy.py:235,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0128,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0129,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicy,GET,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/immutability_policy.py:235,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0129,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0130,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicy,PUT,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/immutability_policy.py:235,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0130,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0131,endpoints/api/logs.py,RepositoryLogs,GET,/api/v1/repository/<apirepopath:repository>/logs,session-or-oauth2,,endpoints/api/logs.py:139,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname; parse_args; query_param; query_param; page_support,api-service,A2,PT-ROUTE-0131,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_LOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0132,endpoints/api/mirror.py,RepoMirrorResource,GET,/api/v1/repository/<apirepopath:repository>/mirror,session-or-oauth2,show_if,endpoints/api/mirror.py:197,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,define_json_response; nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0132,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR` -> `python`,BATCH-A2-ROUTES
ROUTE-0133,endpoints/api/mirror.py,RepoMirrorResource,POST,/api/v1/repository/<apirepopath:repository>/mirror,session-or-oauth2,show_if,endpoints/api/mirror.py:197,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0133,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR` -> `python`,BATCH-A2-ROUTES
ROUTE-0134,endpoints/api/mirror.py,RepoMirrorResource,PUT,/api/v1/repository/<apirepopath:repository>/mirror,session-or-oauth2,show_if,endpoints/api/mirror.py:197,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0134,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR` -> `python`,BATCH-A2-ROUTES
ROUTE-0135,endpoints/api/mirror.py,RepoMirrorSyncCancelResource,POST,/api/v1/repository/<apirepopath:repository>/mirror/sync-cancel,session-or-oauth2,show_if,endpoints/api/mirror.py:163,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0135,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR_SYNC_CANCEL` -> `python`,BATCH-A2-ROUTES
ROUTE-0136,endpoints/api/mirror.py,RepoMirrorSyncNowResource,POST,/api/v1/repository/<apirepopath:repository>/mirror/sync-now,session-or-oauth2,show_if,endpoints/api/mirror.py:129,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_admin; resource; show_if,api-service,A2,PT-ROUTE-0136,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR_SYNC_NOW` -> `python`,BATCH-A2-ROUTES
ROUTE-0137,endpoints/api/repositorynotification.py,RepositoryNotificationList,GET,/api/v1/repository/<apirepopath:repository>/notification/,session-or-oauth2,,endpoints/api/repositorynotification.py:112,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0137,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION` -> `python`,BATCH-A2-ROUTES
ROUTE-0138,endpoints/api/repositorynotification.py,RepositoryNotificationList,POST,/api/v1/repository/<apirepopath:repository>/notification/,session-or-oauth2,,endpoints/api/repositorynotification.py:77,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0138,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION` -> `python`,BATCH-A2-ROUTES
ROUTE-0139,endpoints/api/repositorynotification.py,RepositoryNotification,DELETE,/api/v1/repository/<apirepopath:repository>/notification/<uuid>,session-or-oauth2,,endpoints/api/repositorynotification.py:141,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0139,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0140,endpoints/api/repositorynotification.py,RepositoryNotification,GET,/api/v1/repository/<apirepopath:repository>/notification/<uuid>,session-or-oauth2,,endpoints/api/repositorynotification.py:130,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0140,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0141,endpoints/api/repositorynotification.py,RepositoryNotification,POST,/api/v1/repository/<apirepopath:repository>/notification/<uuid>,session-or-oauth2,,endpoints/api/repositorynotification.py:169,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0141,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0142,endpoints/api/repositorynotification.py,TestRepositoryNotification,POST,/api/v1/repository/<apirepopath:repository>/notification/<uuid>/test,session-or-oauth2,,endpoints/api/repositorynotification.py:206,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0142,flip `ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID_TEST` -> `python`,BATCH-A2-ROUTES
ROUTE-0143,endpoints/api/permission.py,RepositoryTeamPermissionList,GET,/api/v1/repository/<apirepopath:repository>/permissions/team/,session-or-oauth2,,endpoints/api/permission.py:35,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0143,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM` -> `python`,BATCH-A2-ROUTES
ROUTE-0144,endpoints/api/permission.py,RepositoryTeamPermission,DELETE,/api/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,session-or-oauth2,,endpoints/api/permission.py:252,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0144,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0145,endpoints/api/permission.py,RepositoryTeamPermission,GET,/api/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,session-or-oauth2,,endpoints/api/permission.py:213,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0145,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0146,endpoints/api/permission.py,RepositoryTeamPermission,PUT,/api/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,session-or-oauth2,,endpoints/api/permission.py:226,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0146,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0147,endpoints/api/permission.py,RepositoryUserPermissionList,GET,/api/v1/repository/<apirepopath:repository>/permissions/user/,session-or-oauth2,,endpoints/api/permission.py:55,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0147,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER` -> `python`,BATCH-A2-ROUTES
ROUTE-0148,endpoints/api/permission.py,RepositoryUserPermission,DELETE,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>,session-or-oauth2,,endpoints/api/permission.py:163,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0148,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0149,endpoints/api/permission.py,RepositoryUserPermission,GET,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>,session-or-oauth2,,endpoints/api/permission.py:118,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0149,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0150,endpoints/api/permission.py,RepositoryUserPermission,PUT,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>,session-or-oauth2,,endpoints/api/permission.py:131,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0150,flip `ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0151,endpoints/api/permission.py,RepositoryUserTransitivePermission,GET,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>/transitive,session-or-oauth2,,endpoints/api/permission.py:74,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_admin; nickname,api-service,A2,PT-ROUTE-0151,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME_TRANSITIVE` -> `python`,BATCH-A2-ROUTES
ROUTE-0152,endpoints/api/signing.py,RepositorySignatures,GET,/api/v1/repository/<apirepopath:repository>/signatures,session-or-oauth2,show_if,endpoints/api/signing.py:26,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_repo_read; resource; show_if,api-service,A2,PT-ROUTE-0152,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_SIGNATURES` -> `python`,BATCH-A2-ROUTES
ROUTE-0153,endpoints/api/tag.py,ListRepositoryTags,GET,/api/v1/repository/<apirepopath:repository>/tag/,session-or-oauth2,,endpoints/api/tag.py:142,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_read; parse_args; query_param; query_param; query_param; query_param; query_param; nickname,api-service,A2,PT-ROUTE-0153,flip `ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_TAG` -> `python`,BATCH-A2-ROUTES
ROUTE-0154,endpoints/api/tag.py,RepositoryTag,DELETE,/api/v1/repository/<apirepopath:repository>/tag/<tag>,session-or-oauth2,,endpoints/api/tag.py:335,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_repo_write; disallow_for_non_normal_repositories; disallow_for_user_namespace; nickname,api-service,A2,PT-ROUTE-0154,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_TAG_TAG` -> `python`,BATCH-A2-ROUTES
