route_id,source_file,symbol,method,path_template,auth_mode,decorators,auth_evidence_ref,verification_status,owner_signoff,verification_notes,source_decorator_snapshot,suggested_owner,review_wave,test_evidence_ref,rollback_note,signoff_batch
ROUTE-0395,endpoints/web.py,signin,GET,/signin/,session-or-anon-ui,"web.route(""/signin/""); no_cache",endpoints/web.py:211,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0395,flip `ROUTE_OWNER_WEB_GET_SIGNIN` -> `python`,BATCH-A4-ROUTES
ROUTE-0396,endpoints/web.py,endtoend_health,GET,/status,session-or-anon-ui,"web.route(""/status"", methods=[""GET""]); web.route(""/health/endtoend"", methods=[""GET""]); process_auth_or_cookie; no_cache",endpoints/web.py:313,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; process_auth_or_cookie; route,api-service-web,A4,PT-ROUTE-0396,flip `ROUTE_OWNER_WEB_GET_STATUS` -> `python`,BATCH-A4-ROUTES
ROUTE-0397,endpoints/web.py,superuser,GET,/superuser/,session-or-anon-ui,"web.route(""/superuser/""); no_cache; route_show_if(features.SUPER_USERS)",endpoints/web.py:198,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route; route_show_if,api-service-web,A4,PT-ROUTE-0397,flip `ROUTE_OWNER_WEB_GET_SUPERUSER` -> `python`,BATCH-A4-ROUTES
ROUTE-0398,endpoints/web.py,tos,GET,/tos,session-or-anon-ui,"web.route(""/tos"", methods=[""GET""]); no_cache",endpoints/web.py:287,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0398,flip `ROUTE_OWNER_WEB_GET_TOS` -> `python`,BATCH-A4-ROUTES
ROUTE-0399,endpoints/web.py,tour,GET,/tour/,session-or-anon-ui,"web.route(""/tour/""); web.route(""/tour/<path:path>""); no_cache",endpoints/web.py:178,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0399,flip `ROUTE_OWNER_WEB_GET_TOUR` -> `python`,BATCH-A4-ROUTES
ROUTE-0400,endpoints/web.py,tour,GET,/tour/<path:path>,session-or-anon-ui,"web.route(""/tour/""); web.route(""/tour/<path:path>""); no_cache",endpoints/web.py:178,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0400,flip `ROUTE_OWNER_WEB_GET_TOUR_PATH_PATH` -> `python`,BATCH-A4-ROUTES
ROUTE-0401,endpoints/web.py,tutorial,GET,/tutorial/,session-or-anon-ui,"web.route(""/tutorial/""); no_cache",endpoints/web.py:184,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0401,flip `ROUTE_OWNER_WEB_GET_TUTORIAL` -> `python`,BATCH-A4-ROUTES
ROUTE-0402,endpoints/web.py,updateuser,GET,/updateuser,session-or-anon-ui,"web.route(""/updateuser""); no_cache",endpoints/web.py:235,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0402,flip `ROUTE_OWNER_WEB_GET_UPDATEUSER` -> `python`,BATCH-A4-ROUTES
ROUTE-0403,endpoints/web.py,user_view,GET,/user/<path:path>,session-or-anon-ui,"web.route(""/user/<path:path>"", methods=[""GET""]); web.route(""/user/<path:path>/"", methods=[""GET""]); no_cache",endpoints/web.py:152,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0403,flip `ROUTE_OWNER_WEB_GET_USER_PATH_PATH` -> `python`,BATCH-A4-ROUTES
ROUTE-0404,endpoints/web.py,user_view,GET,/user/<path:path>/,session-or-anon-ui,"web.route(""/user/<path:path>"", methods=[""GET""]); web.route(""/user/<path:path>/"", methods=[""GET""]); no_cache",endpoints/web.py:152,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,no_cache; route,api-service-web,A4,PT-ROUTE-0404,flip `ROUTE_OWNER_WEB_GET_USER_PATH_PATH` -> `python`,BATCH-A4-ROUTES
ROUTE-0405,endpoints/web.py,oauth_local_handler,GET,"<app.config[""LOCAL_OAUTH_HANDLER""]>",session-or-anon-ui,"web.route(app.config[""LOCAL_OAUTH_HANDLER""], methods=[""GET""])",endpoints/web.py:684,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (web-ui-family-match).,route,api-service-web,A4,PT-ROUTE-0405,flip `ROUTE_OWNER_WEB_GET_APP_CONFIG_LOCAL_OAUTH_HANDLER` -> `python`,BATCH-A4-ROUTES
ROUTE-0411,data/userfiles.py,UserfilesHandlers,GET,"/userfiles/<regex(""[0-9a-zA-Z-]+""):file_id>",anon-allowed,"app.add_url_rule(..., view_func=UserfilesHandlers.as_view(...))",data/userfiles.py:16,verified-source-anchored,,Manual review: app-level userfiles handler is registered via add_url_rule with direct View methods and no auth decorator requirement (anon-allowed contract).,,api-service-storage,A4,PT-ROUTE-0411,flip `ROUTE_OWNER_OTHER_GET_USERFILES_REGEX_0_9A_ZA_Z_FILE_ID` -> `python`,BATCH-A4-ROUTES
ROUTE-0412,data/userfiles.py,UserfilesHandlers,PUT,"/userfiles/<regex(""[0-9a-zA-Z-]+""):file_id>",anon-allowed,"app.add_url_rule(..., view_func=UserfilesHandlers.as_view(...))",data/userfiles.py:16,verified-source-anchored,,Manual review: app-level userfiles handler is registered via add_url_rule with direct View methods and no auth decorator requirement (anon-allowed contract).,,api-service-storage,A4,PT-ROUTE-0412,flip `ROUTE_OWNER_OTHER_PUT_USERFILES_REGEX_0_9A_ZA_Z_FILE_ID` -> `python`,BATCH-A4-ROUTES
ROUTE-0413,storage/downloadproxy.py,DownloadProxy._validate_proxy_url,GET,/_storage_proxy_auth,storage-proxy-jwt,"app.add_url_rule(""/_storage_proxy_auth"", ""_storage_proxy_auth"", self._validate_proxy_url)",storage/downloadproxy.py,verified-source-anchored,,,,registryd-storage,A4,PT-ROUTE-0413,flip `ROUTE_OWNER_OTHER_GET_STORAGE_PROXY_AUTH` -> `python`,BATCH-A4-ROUTES
